sdt_SID,sdt_Validity,sdt_Target,sdt_nontargetContrast,det_dPrime,det_crit,dis_dPrime,dis_crit
"S0085",3,2,3,4.33221350578466,-2.22044604925031e-16,2.71030204866581,0.534358936000525
"S0105",1,1,1,5.2149865893098,0.188044322656413,1.97385648681052,0.0675442083647909
"S0105",2,1,1,3.8298144168349,-0.238967485644006,2.28132698862117,0.00968588606542509
"S0105",3,1,1,4.41717980089709,0.214606294560001,1.66365837753672,0.157339438572277
"S0105",1,2,1,4.30774938812291,-0,2.2595232034558,0.388167557866381
"S0105",2,2,1,4.30774938812291,-0,1.87488452793486,0.0725479052821496
"S0105",3,2,1,4.84639239001709,-4.44089209850063e-16,1.68447991944566,0.16775020952675
"S0105",1,1,2,4.72327925542441,0.203639669556319,1.53781603169447,0.0433097856526754
"S0105",2,1,2,3.41386060824365,-0.459176448770503,2.30069876075202,-0
"S0105",3,1,2,3.85672838247723,0.237742561653715,1.29741547340617,-0.025782013492997
"S0105",1,2,2,3.89956599912304,-0.087051132139868,2.26019758920783,0.581576511905815
"S0105",2,2,2,3.7254637348433,-0,1.99791817565566,-0.111812528808955
"S0105",3,2,2,4.33221350578466,-2.22044604925031e-16,1.63912579149068,0.330786484630669
"S0105",1,1,3,5.13055859453705,-6.66133814775094e-16,2.53334350747665,0.116322373362315
"S0105",2,1,3,3.85672838247723,0.237742561653715,2.26112099701279,0.0197888818696113
"S0105",3,1,3,4.33221350578466,-2.22044604925031e-16,2.20861029454863,0.429815397078232
"S0105",1,2,3,4.72327925542441,0.203639669556319,2.33894203890453,0.202049453350565
"S0105",2,2,3,4.33221350578466,-2.22044604925031e-16,1.82483913057209,0.237929815089963
"S0105",3,2,3,4.33221350578466,-2.22044604925031e-16,1.77429311803775,-0
"S0108",1,1,1,3.83018607464241,-0.121741094380182,2.20627805004999,-0.334496011320091
"S0108",2,1,1,3.8298144168349,0.238967485644006,2.27072019288524,-0.146191469101983
"S0108",3,1,1,3.47188559136499,0.41793189837896,1.86187678400288,-0.887707200848622
"S0108",1,2,1,4.44797413743279,-0.571550548594918,2.63497089086278,-0.307495276181808
"S0108",2,2,1,3.70474776055315,-0.570822314731973,2.54411071360213,-0.262065187551482
"S0108",3,2,1,3.90474068543465,-0.470825852291221,2.09443265845146,-0.270794568077805
"S0108",1,1,2,3.84511188260997,-0.388435396952437,2.21057294351573,-0.616510060643196
"S0108",2,1,2,3.85672838247723,-0.237742561653716,1.56163630921496,-0.106328404411397
"S0108",3,1,2,3.85672838247723,-0.237742561653716,1.21548118038817,-0.926379954158461
"S0108",1,2,2,3.85866906099922,-0.635944766768914,2.53334350747665,-0.116322373362315
"S0108",2,2,2,3.01860178716702,-0.656805859308818,2.68446992472856,-0.191885581988269
"S0108",3,2,2,3.26291031498584,-0.534651595399408,1.56163630921496,-0.106328404411397
"S0108",1,1,3,4.17372320567907,0.224129735417884,2.37101891744125,-0.0479851032480672
"S0108",2,1,3,3.41386060824365,0.459176448770503,3.15192553311945,-0.257951869256189
